,Country,Year,Continent,life_expect,Population,CO2_emiss,health_spend,internet_usage,open_defecation,drinking_water_services,adult_obesity,beer_consumption,Population category
452,Cyprus,2004,Europe,78.506,1010410,7.699844825,5.40558147,33.83,0.0,99.87373696,18.0,3.60157,High Population
453,Cyprus,2005,Europe,78.63,1027657,7.687389951,5.43580961,32.81,0.0,99.8659396,18.3,3.62488,High Population
454,Cyprus,2006,Europe,78.764,1045508,7.651782674,5.46357489,35.83,0.0,99.8581574,18.7,3.58104,High Population
455,Cyprus,2007,Europe,78.91,1063708,7.812294746,5.35744858,40.77,0.0,99.85039242,19.0,3.70999,High Population
456,Cyprus,2008,Europe,79.071,1081568,7.849714277,6.01427698,42.31,0.0,99.84262747,19.4,3.89908,High Population
457,Cyprus,2009,Europe,79.245,1098089,7.540372167,6.46531582,49.81,0.0,99.83488338,19.8,3.68877,High Population
458,Cyprus,2010,Europe,79.43,1112617,7.100376945,6.51767111,52.99,0.0,99.82714804,20.1,3.79,High Population
459,Cyprus,2011,Europe,79.621,1124837,6.783205135,6.44928503,56.85989235,0.0,99.8194252,20.5,3.54,High Population
460,Cyprus,2012,Europe,79.812,1135046,6.255253007,6.55474567,60.6898684,0.0,99.81171402,20.9,3.49,High Population
461,Cyprus,2013,Europe,79.999,1143866,5.621287658,6.94518471,65.4548,0.0,99.80399339,21.3,3.32,High Population
462,Cyprus,2014,Europe,80.178,1152297,5.909934629,6.95228958,69.33,0.0,99.79626657,21.7,3.22,High Population
463,Cyprus,2015,Europe,80.35,1160987,5.900152116,6.75352287,71.71574092,0.0,99.78851757,22.2,2.85,High Population
464,Czechia,2000,Europe,74.96829268,10255063,12.01065269,5.70103025,9.780527888,0.0,99.80612464,22.1,7.63301,High Population
465,Czechia,2001,Europe,75.17317073,10216605,12.01181802,5.86295414,14.69717212,0.0,99.80582697,22.5,7.44423,High Population
466,Czechia,2002,Europe,75.22195122,10196916,11.6241027,6.17736149,23.93,0.0,99.81139548,22.8,7.55363,High Population
467,Czechia,2003,Europe,75.17073171,10193998,12.04336087,6.52412462,34.3,0.0,99.816976,23.2,7.61316,High Population
468,Czechia,2004,Europe,75.72195122,10197101,12.10540157,6.35071039,35.5,0.0,99.82257596,23.6,7.53285,High Population
469,Czechia,2005,Europe,75.92439024,10211216,11.750804,6.34086704,35.27,0.0,99.82820011,23.9,7.6495,High Population
470,Czechia,2006,Europe,76.52439024,10238905,11.77860313,6.16380167,47.93,0.0,99.83384369,24.3,7.43356,High Population
471,Czechia,2007,Europe,76.72439024,10298828,12.00330783,5.98578358,51.93,0.0,99.83950014,24.7,7.41986,High Population
472,Czechia,2008,Europe,76.97560976,10384603,11.39282817,6.33024883,62.97,0.0,99.84517803,25.0,7.29073,High Population
473,Czechia,2009,Europe,77.07804878,10443936,10.64445418,7.248806,64.43,0.0,99.85087849,25.4,7.00957,High Population
474,Czechia,2010,Europe,77.42439024,10474410,10.71659406,6.87530422,68.82,0.0,99.85659774,25.8,6.72,High Population
475,Czechia,2011,Europe,77.87317073,10496088,10.4010178,6.92782688,70.49,0.0,99.86233747,26.2,6.64,High Population
476,Czechia,2012,Europe,78.07560976,10510785,10.09153928,6.97858715,73.43000782,0.0,99.86818744,26.6,6.93,High Population
477,Czechia,2013,Europe,78.17560976,10514272,9.620257259,7.7224946,74.1104,0.0,99.87411204,27.1,6.87,High Population
478,Czechia,2014,Europe,78.82439024,10525347,9.264302843,7.59677219,74.23171164,0.0,99.88001359,27.6,6.88,High Population
479,Czechia,2015,Europe,78.57804878,10546059,9.400668002,7.19641542,75.6688387,0.0,99.88009269,28.0,6.87,High Population
480,Denmark,2000,Europe,76.59268293,5339616,9.850895645,8.10438347,39.17243086,0.0,100.0000023,15.1,5.74827,High Population
481,Denmark,2001,Europe,76.79268293,5358783,10.12356724,8.44832611,42.95752472,0.0,100.0000011,15.5,5.56085,High Population
482,Denmark,2002,Europe,76.89512195,5375931,10.01500952,8.70251179,64.25,0.0,99.99999546,15.9,5.47469,High Population
483,Denmark,2003,Europe,77.14390244,5390574,10.98769807,8.9036293,76.26,0.0,100.0000011,16.3,5.46981,High Population
484,Denmark,2004,Europe,77.49268293,5404523,9.941672844,9.00743198,80.93,0.0,99.99999774,16.8,5.10118,High Population
485,Denmark,2005,Europe,77.84390244,5419432,9.262963492,9.0905695,82.74,0.0,100.0000011,17.2,5.04888,High Population
486,Denmark,2006,Europe,78.09512195,5437272,10.69102319,9.16879559,86.65,0.0,100.0,17.5,4.91805,High Population
487,Denmark,2007,Europe,78.19512195,5461438,9.779475634,9.3251543,85.03,0.0,100.0000033,17.9,4.76388,High Population
488,Denmark,2008,Europe,78.44634146,5493621,9.125129139,9.51134396,85.02,0.0,100.0000022,18.3,4.51206,High Population
489,Denmark,2009,Europe,78.59756098,5523095,8.678105357,10.67432022,86.84,0.0,100.0000011,18.7,4.1285,High Population
490,Denmark,2010,Europe,79.1,5547683,8.673891232,10.33315945,88.72,0.0,100.0000022,19.0,3.86,High Population
491,Denmark,2011,Europe,79.8,5570572,7.73708669,10.15291023,89.81001339,0.0,100.0,19.4,3.81,High Population
492,Denmark,2012,Europe,80.05121951,5591572,6.835287325,10.24135303,92.26001172,0.0,99.99999782,19.8,3.55,High Population
493,Denmark,2013,Europe,80.3,5614932,7.116737849,10.16958141,94.6297,0.0,99.99999783,20.1,3.48,High Population
494,Denmark,2014,Europe,80.7,5643475,6.347153074,10.17190456,95.99,0.0,99.99999892,20.5,3.57,High Population
495,Denmark,2015,Europe,80.70243902,5683483,5.929462754,10.22716618,96.33050162,0.0,99.99999785,20.9,3.45,High Population
496,Ecuador,2000,South America,72.761,12681123,1.738804994,3.33109641,1.462188536,13.91233815,82.30737004,12.0,1.34402,High Population
497,Ecuador,2001,South America,73.078,12914660,1.877711066,3.75336552,2.670443674,13.12171368,83.03977494,12.4,1.50132,High Population
498,Ecuador,2002,South America,73.371,13143465,1.838936694,4.4733963,4.260796915,12.3806742,83.78532812,12.9,1.63828,High Population
499,Ecuador,2003,South America,73.641,13369678,1.844472234,5.44066668,4.460228345,11.67124613,84.50497189,13.3,1.75698,High Population
500,Ecuador,2004,South America,73.887,13596390,1.925511132,5.56659126,4.834442638,10.96583086,85.22428189,13.7,1.81954,High Population
501,Ecuador,2005,South America,74.112,13825839,2.041105738,5.59422016,5.994255161,10.26461644,85.94305143,14.1,1.92202,High Population
502,Ecuador,2006,South America,74.319,14059379,2.143053343,5.70302916,7.2,9.567571061,86.66128075,14.6,2.10241,High Population
503,Ecuador,2007,South America,74.514,14296554,2.14317376,5.33981323,10.8,8.874330967,87.37936524,15.0,2.17043,High Population
504,Ecuador,2008,South America,74.705,14535740,2.1801436,5.3773427,18.8,8.185239066,88.09690181,15.4,2.39637,High Population
505,Ecuador,2009,South America,74.895,14774412,2.335118311,5.6990099,24.6,7.500267776,88.81389282,15.9,2.62405,High Population
506,Ecuador,2010,South America,75.089,15011114,2.481494711,6.11657906,29.03,6.819246968,89.53052651,16.3,2.67,High Population
507,Ecuador,2011,South America,75.289,15243885,2.433762684,6.47737551,31.36680836,6.146488612,90.24070076,16.8,2.78,High Population
508,Ecuador,2012,South America,75.495,15474099,2.396908547,6.7622118,35.13514645,5.479792218,90.94651335,17.3,2.88,High Population
509,Ecuador,2013,South America,75.707,15707473,2.52745943,6.80123425,40.27912194,4.815871921,91.6523303,17.8,2.96,High Population
510,Ecuador,2014,South America,75.923,15951832,2.620388632,6.72399426,45.59039067,4.154824209,92.35797104,18.3,2.99,High Population
511,Ecuador,2015,South America,76.143,16212022,2.56106243,7.49149466,48.94043379,3.496447184,93.0637795,18.8,2.99,High Population
512,Egypt,2000,Africa,68.357,67515591,1.726119823,4.119,0.290445278,1.568,97.585,20.9,0.05941,High Population
513,Egypt,2001,Africa,68.602,68831561,1.665079192,4.92244291,0.641265038,1.746299448,97.88826659,21.4,0.06231,High Population
514,Egypt,2002,Africa,68.796,70152662,1.806061187,5.40030336,0.838945611,1.643425465,97.97025777,21.9,0.06656,High Population
515,Egypt,2003,Africa,68.961,71485044,1.810728443,5.5107379,2.719999715,1.540654993,98.05218056,22.4,0.07103,High Population
516,Egypt,2004,Africa,69.116,72826102,1.826542965,5.2242527,4.037885107,1.437988337,98.13405103,22.9,0.07547,High Population
517,Egypt,2005,Africa,69.271,74172073,1.948172596,4.85732365,11.92,1.335425288,98.21585572,23.4,0.08461,High Population
518,Egypt,2006,Africa,69.434,75523576,2.147938562,4.92229176,12.75,1.232966031,98.29760753,24.0,0.1022,High Population
519,Egypt,2007,Africa,69.608,76873670,2.22117664,4.84190083,13.66,1.130610309,98.37929106,24.6,0.10749,High Population
520,Egypt,2008,Africa,69.788,78232124,2.34430544,4.44493246,16.03,1.028699537,98.46026211,25.2,0.11247,High Population
521,Egypt,2009,Africa,69.971,79636081,2.38509982,4.46634817,18.01,0.926979943,98.54089121,25.8,0.11056,High Population
522,Egypt,2010,Africa,70.159,81134789,2.436192983,4.37870121,20.0,0.825209204,98.62161863,26.5,0.11,High Population
523,Egypt,2011,Africa,70.349,82761244,2.42033575,4.1531949,21.6,0.723400576,98.70241581,27.2,0.11,High Population
524,Egypt,2012,Africa,70.543,84529251,2.434305307,4.35706949,25.6,0.621543054,98.78330921,27.9,0.11,High Population
525,Egypt,2013,Africa,70.736,86422240,2.487785551,4.71025944,26.4,0.362394552,98.86391957,28.7,0.11,High Population
526,Egypt,2014,Africa,70.928,88404652,2.419103472,4.91730928,29.4,0.276837318,98.94469919,29.5,0.11,High Population
527,Egypt,2015,Africa,71.117,90424668,2.423232509,5.02518845,33.89460391,0.191124016,99.0256283,30.2,0.11,High Population
528,El Salvador,2000,North America,68.875,5887930,0.956193433,8.92467785,1.177397269,9.826603509,78.22559135,14.1,0.98624,High Population
529,El Salvador,2001,North America,69.162,5927001,0.990382826,8.82467365,1.5,9.733238578,78.42946957,14.7,1.00782,High Population
530,El Salvador,2002,North America,69.432,5962139,0.996286745,8.77833939,1.9,9.64021261,79.67577805,15.2,1.0289,High Population
531,El Salvador,2003,North America,69.68,5994075,1.086072535,8.4062252,2.5,9.024064223,80.91674247,15.8,1.01623,High Population
532,El Salvador,2004,North America,69.908,6023801,1.108934347,8.49746799,3.2,8.417347871,82.15260864,16.3,1.03158,High Population
533,El Salvador,2005,North America,70.124,6052124,1.13018176,8.43694401,4.2,7.820611048,83.38168679,16.8,0.90537,High Population
534,El Salvador,2006,North America,70.333,6079395,1.190907939,7.92342138,5.5,7.233322188,84.60455338,17.3,0.97146,High Population
535,El Salvador,2007,North America,70.542,6105810,1.24962947,7.63829565,6.11,6.649092558,85.83407011,17.8,0.99897,High Population
536,El Salvador,2008,North America,70.756,6131767,1.126918203,7.66487646,10.08,6.037335551,87.13356096,18.3,0.95487,High Population
537,El Salvador,2009,North America,70.978,6157678,1.084824479,8.39771748,12.11,5.442231406,88.40943161,18.8,0.91212,High Population
538,El Salvador,2010,North America,71.21,6183877,1.057588947,8.23629189,15.9,4.863270535,89.66189951,19.4,0.92,High Population
539,El Salvador,2011,North America,71.449,6210567,1.091687798,8.14439964,18.9,4.300105654,90.89085701,19.9,0.93,High Population
540,El Salvador,2012,North America,71.692,6237922,1.085297312,7.53931999,20.32138772,3.752678142,92.09562675,20.4,1.0,High Population
541,El Salvador,2013,North America,71.935,6266076,1.030948242,7.71839237,23.1093,3.220857996,93.27569745,20.9,1.04,High Population
542,El Salvador,2014,North America,72.175,6295124,1.046841993,7.68152761,24.76171215,2.704180875,94.43129093,21.5,1.07,High Population
543,El Salvador,2015,North America,72.412,6325121,1.106698196,7.63034058,26.80260496,2.202425267,95.56213774,22.1,1.16,High Population
544,Eritrea,2000,Africa,55.273,2292413,0.279181805,5.76670074,0.136711941,82.72894201,46.81421436,1.8,0.5324,High Population
545,Eritrea,2001,Africa,55.864,2374721,0.29477147,5.91931629,0.157815289,81.49133177,47.1204241,1.8,0.50872,High Population
546,Eritrea,2002,Africa,56.5,2481059,0.274076516,6.68851233,0.227090138,80.24562936,47.44092522,1.9,0.48517,High Population
547,Eritrea,2003,Africa,57.191,2600972,0.265285439,7.33703375,0.298,78.99247712,47.77522216,2.0,0.46302,High Population
548,Eritrea,2004,Africa,57.932,2719809,0.250017559,7.00984955,0.341,77.73193028,48.12341765,2.1,0.61412,High Population
549,Eritrea,2005,Africa,58.707,2826653,0.212265186,6.86417818,0.374,76.46518898,48.48440644,2.2,0.72133,High Population
550,Eritrea,2006,Africa,59.487,2918209,0.17819148,6.85840559,0.407,75.19118454,48.85949384,2.3,0.60023,High Population
551,Eritrea,2007,Africa,60.243,2996540,0.17019629,5.27863026,0.41,73.91166455,49.24695178,2.4,0.4557,High Population
552,Eritrea,2008,Africa,60.952,3062782,0.146925243,6.41520452,0.47,72.6250009,49.64870222,2.6,0.40799,High Population
553,Eritrea,2009,Africa,61.602,3119920,0.150644888,5.38878536,0.54,71.56416898,49.81032358,2.7,0.51277,High Population
554,Eritrea,2010,Africa,62.193,3170437,0.157706966,4.92946005,0.61,70.50200083,49.97738165,2.9,0.68,High Population
555,Eritrea,2011,Africa,62.732,3213969,0.177350806,5.21969032,0.7,69.4379508,50.15052544,3.0,0.68,High Population
556,Eritrea,2012,Africa,63.238,3237242,0.190763128,3.78068161,0.8,68.37260703,50.32917266,3.2,0.52,High Population
557,Eritrea,2013,Africa,63.726,3247345,0.195035548,5.00735378,0.9,68.03420584,50.7051267,3.4,0.52,High Population
558,Eritrea,2014,Africa,64.201,3251206,0.196288983,4.05707884,0.99,67.69357799,51.08356381,3.6,0.52,High Population
559,Eritrea,2015,Africa,64.664,3333645,0.194446714,4.45335484,1.083733116,67.35015798,51.46509353,3.8,0.52,High Population
560,Estonia,2000,Europe,70.41707317,1396985,10.68014331,5.15698433,28.57695381,0.0,99.24483789,19.1,4.19342,High Population
561,Estonia,2001,Europe,70.25853659,1388115,11.07977365,4.77708292,31.52748977,0.0,99.26304546,19.3,4.62198,High Population
562,Estonia,2002,Europe,70.90487805,1379350,10.83843826,4.70043564,41.52,0.0,99.28125303,19.5,4.99,High Population
563,Estonia,2003,Europe,71.31707317,1370720,12.35846893,4.85959911,45.32,0.0,99.29946061,19.7,4.75,High Population
564,Estonia,2004,Europe,71.9097561,1362550,12.49128506,5.119555,53.2,0.0,99.31766818,19.9,6.04,High Population
565,Estonia,2005,Europe,72.56829268,1354775,12.71797866,5.05801439,61.45,0.0,99.33587575,20.2,6.48,High Population
566,Estonia,2006,Europe,72.69146341,1346810,11.86507343,4.76530361,63.51,0.0,99.35408333,20.4,6.5,High Population
567,Estonia,2007,Europe,72.81463415,1340680,14.90288476,4.98330879,66.19,0.0,99.75177694,20.7,5.85062,High Population
568,Estonia,2008,Europe,73.77073171,1337090,13.76122746,5.71032381,70.58,0.0,99.75082802,21.0,5.37419,High Population
569,Estonia,2009,Europe,74.82439024,1334515,11.27750545,6.51218891,72.5,0.0,99.74987911,21.3,5.07324,High Population
570,Estonia,2010,Europe,75.42926829,1331475,14.26988866,6.27124023,74.1,0.0,99.74892504,21.6,5.87,High Population
571,Estonia,2011,Europe,76.22926829,1327439,13.68801133,5.7667613,76.5,0.0,99.74796417,22.0,5.98,High Population
572,Estonia,2012,Europe,76.32682927,1322696,12.7693736,5.79034519,78.38992593,0.0,99.74803318,22.3,6.19,High Population
573,Estonia,2013,Europe,77.14146341,1317997,14.65860673,5.97791481,80.0043,0.0,99.74913035,22.7,6.38,High Population
574,Estonia,2014,Europe,77.03414634,1314545,13.64730803,6.08077621,84.24152803,0.0,99.75021782,23.0,6.14,High Population
575,Estonia,2015,Europe,77.5902439,1315407,11.81383402,6.34629202,88.4097035,0.0,99.75130757,23.4,6.0,High Population
576,Ethiopia,2000,Africa,51.941,66224809,0.053756289,4.3650465,0.015263767,77.08181502,18.08544545,1.6,0.18324,High Population
577,Ethiopia,2001,Africa,52.595,68159422,0.064554538,4.72316694,0.037162381,74.02507493,19.71258531,1.7,0.19746,High Population
578,Ethiopia,2002,Africa,53.349,70142090,0.065153465,4.7126298,0.072402262,70.97453741,21.32915594,1.8,0.15873,High Population
579,Ethiopia,2003,Africa,54.211,72170581,0.069557428,4.89970922,0.105811659,67.93219674,22.9331683,1.8,0.1369,High Population
580,Ethiopia,2004,Africa,55.174,74239508,0.071794656,4.31281853,0.155334521,64.89757396,24.52526667,1.9,0.20095,High Population
581,Ethiopia,2005,Africa,56.223,76346310,0.066145963,4.10098124,0.219659819,61.87080584,26.10543909,2.0,0.20578,High Population
582,Ethiopia,2006,Africa,57.334,78489205,0.068799271,4.45757294,0.310592657,58.85152533,27.67426894,2.2,0.28402,High Population
583,Ethiopia,2007,Africa,58.467,80674343,0.073877268,5.00128365,0.37,55.83274958,29.24049791,2.3,0.29066,High Population
584,Ethiopia,2008,Africa,59.581,82916236,0.078271761,4.28063917,0.45,52.74309695,30.89480764,2.4,0.29127,High Population
585,Ethiopia,2009,Africa,60.645,85233923,0.076612691,4.64983416,0.54,49.66892809,32.53496042,2.5,0.28366,High Population
586,Ethiopia,2010,Africa,61.627,87639962,0.073824767,5.46637249,0.75,46.60942146,34.16251912,2.7,0.28,High Population
587,Ethiopia,2011,Africa,62.505,90139928,0.083647726,4.46897888,1.1,43.56597714,35.77622585,2.8,0.32,High Population
588,Ethiopia,2012,Africa,63.281,92726982,0.091451262,4.53959608,2.9,40.53834893,37.37702642,2.9,0.41,High Population
589,Ethiopia,2013,Africa,63.961,95385793,0.105676114,4.07506514,4.6,37.53364479,38.95491589,3.1,0.43,High Population
590,Ethiopia,2014,Africa,64.547,98094264,0.125797367,4.03363609,7.7,34.54544412,40.51947671,3.3,0.5,High Population
591,Ethiopia,2015,Africa,65.048,100835453,0.127832027,3.82317114,13.85517556,31.57458485,42.0700672,3.4,0.59,High Population
592,Finland,2000,Europe,77.46585366,5176209,10.64485611,7.09253168,37.24846174,0.0,99.99999765,18.2,4.27,High Population
593,Finland,2001,Europe,77.96585366,5188008,11.77523242,7.25090408,43.10536335,0.0,100.0000023,18.6,4.37,High Population
594,Finland,2002,Europe,78.1195122,5200598,12.1985969,7.62769508,62.43,0.0,99.99999532,19.1,4.43,High Population
595,Finland,2003,Europe,78.36829268,5213014,13.75595751,7.93805122,69.22,0.0,99.9999965,19.5,4.37,High Population
596,Finland,2004,Europe,78.71463415,5228172,12.94525129,8.05912876,72.39,0.0,99.99999767,20.0,4.57,High Population
597,Finland,2005,Europe,78.81707317,5246096,10.57167065,8.28795624,74.48,0.0,99.99999884,20.4,4.59,High Population
598,Finland,2006,Europe,79.21463415,5266268,12.72627915,8.2841177,79.66,0.0,99.99999884,20.8,4.57,High Population
599,Finland,2007,Europe,79.26341463,5288720,12.30921631,8.08359337,80.78,0.0,100.0,21.2,4.7,High Population
600,Finland,2008,Europe,79.56829268,5313399,10.6636072,8.34310627,83.67,0.0,99.99999771,21.6,4.62,High Population
601,Finland,2009,Europe,79.7195122,5338871,10.14821304,9.16122246,82.49,0.0,100.0000034,22.0,4.54,High Population
602,Finland,2010,Europe,79.87073171,5363352,11.65875348,9.14202785,86.89,0.0,100.0,22.4,4.47,High Population
603,Finland,2011,Europe,80.47073171,5388272,10.22962444,9.22303009,88.70999491,0.0,99.99999774,22.8,4.61,High Population
604,Finland,2012,Europe,80.62682927,5413971,9.126387978,9.5857954,89.87999797,0.0,100.0000011,23.2,4.27,High Population
605,Finland,2013,Europe,80.97560976,5438972,9.22784648,9.80534649,91.5144,0.0,100.0000011,23.6,4.28,High Population
606,Finland,2014,Europe,81.1804878,5461512,8.451871908,9.78115082,86.53039275,0.0,100.0000034,24.0,4.17,High Population
607,Finland,2015,Europe,81.4804878,5479531,7.814537356,9.64523888,86.42213333,0.0,99.99999666,24.5,4.13,High Population
608,France,2000,Europe,79.05609756,60912500,6.125507901,9.58447742,14.30792394,0.0,99.89732981,16.8,2.31,High Population
609,France,2001,Europe,79.15853659,61357432,6.1399245,9.70562744,26.32590355,0.0,99.90584458,17.3,2.36,High Population
610,France,2002,Europe,79.26097561,61805266,6.003048171,10.02218628,30.18,0.0,99.91418762,17.7,2.25,High Population
611,France,2003,Europe,79.11463415,62244880,6.052063904,10.08283329,36.14,0.0,99.92236993,18.1,2.29,High Population
612,France,2004,Europe,80.16341463,62704901,6.024888047,10.16429329,39.15,0.0,99.93039734,18.5,2.24,High Population
613,France,2005,Europe,80.16341463,63179356,6.025069386,10.2148447,42.87,0.0,99.93825616,18.9,2.31,High Population
614,France,2006,Europe,80.81219512,63621376,5.840018106,10.38566494,46.87,0.0,99.94596129,19.3,2.4,High Population
615,France,2007,Europe,81.11219512,64016227,5.667781492,10.31564426,66.09,0.0,99.9535018,19.7,2.33,High Population
616,France,2008,Europe,81.21463415,64374979,5.561011371,10.50084686,70.68,0.0,99.96089742,20.0,2.18,High Population
617,France,2009,Europe,81.41463415,64707035,5.312096451,11.28756237,71.58,0.0,99.96814699,20.4,2.25,High Population
618,France,2010,Europe,81.66341463,65027505,5.348198409,11.22560215,77.28,0.0,99.97524196,20.8,2.18,High Population
619,France,2011,Europe,82.11463415,65342789,5.128951791,11.18497658,77.81999899,0.0,99.98217792,21.2,2.1,High Population
620,France,2012,Europe,81.96829268,65659814,5.154142128,11.29740047,81.44,0.0,99.98896576,21.6,2.15,High Population
621,France,2013,Europe,82.2195122,65998685,5.12979914,11.41635036,81.9198,0.0,99.99558687,22.0,1.8,High Population
622,France,2014,Europe,82.7195122,66312067,4.616052854,11.54441643,83.75,0.0,100.0,22.4,2.26,High Population
623,France,2015,Europe,82.32195122,66548272,4.677807228,11.4475565,78.00603771,0.0,100.0,22.8,2.16,High Population
624,Gabon,2000,Africa,58.264,1228359,4.949693046,2.90536737,1.216140618,2.17878626,80.86852914,8.3,5.86904,High Population
625,Gabon,2001,Africa,57.968,1258008,4.952273753,3.15246463,1.347620222,2.173783455,81.14049899,8.6,6.0272,High Population
626,Gabon,2002,Africa,57.791,1288310,4.62621577,3.33046246,1.939530106,2.168140136,81.39898485,8.9,5.32027,High Population
627,Gabon,2003,Africa,57.759,1319946,4.878987517,3.53691506,2.659586594,2.161915828,81.64372062,9.2,4.80281,High Population
628,Gabon,2004,Africa,57.885,1353788,4.498488798,3.33140016,2.9790698,2.155150932,81.87491809,9.5,4.78071,High Population
629,Gabon,2005,Africa,58.181,1390550,4.357987805,2.93410254,4.89326475,2.147908153,82.09230292,9.8,5.19939,High Population
630,Gabon,2006,Africa,58.641,1430144,3.803812803,3.14508867,5.489200803,2.140184693,82.29702978,10.1,5.35845,High Population
631,Gabon,2007,Africa,59.229,1472565,3.354690664,3.16386676,5.767004576,2.132042416,82.48880187,10.4,5.55757,High Population
632,Gabon,2008,Africa,59.904,1518538,3.470443269,2.79445171,7.5,2.123473807,82.66875326,10.7,5.90594,High Population
633,Gabon,2009,Africa,60.637,1568925,3.314371184,3.83981347,9.5,2.11458961,82.8356437,11.0,5.68578,High Population
634,Gabon,2010,Africa,61.4,1624146,3.546479337,2.47556782,13.0,2.105356327,82.99105522,11.3,5.6,High Population
635,Gabon,2011,Africa,62.168,1684629,3.431022623,2.55771661,18.0,2.095836275,83.13467666,11.7,5.35,High Population
636,Gabon,2012,Africa,62.924,1749677,3.200590683,2.42097521,24.0,2.086014922,83.26759908,12.0,5.29,High Population
637,Gabon,2013,Africa,63.648,1817070,3.186448492,2.8408711,30.53803344,2.076008574,83.3885703,12.3,5.56,High Population
638,Gabon,2014,Africa,64.318,1883801,3.163816156,2.53282118,38.07120929,2.066054631,83.49452443,12.7,6.41,High Population
639,Gabon,2015,Africa,64.913,1947690,3.142183759,2.6574378,45.78453653,2.056236816,83.85848655,13.1,6.37,High Population
640,Georgia,2000,Asia,69.902,4077131,1.169940333,7.194592,0.484746299,0.99568469,93.82192982,14.4,0.41183,High Population
641,Georgia,2001,Asia,70.065,4014373,0.876849261,7.16950893,0.992344436,1.000730128,93.91233333,14.8,0.45556,High Population
642,Georgia,2002,Asia,70.22,3978515,0.743996199,7.81474257,1.58787563,0.933138334,94.03192915,15.1,0.51018,High Population
643,Georgia,2003,Asia,70.349,3951736,0.799648581,8.02952862,2.558816481,0.859363514,94.18531174,15.5,0.56338,High Population
644,Georgia,2004,Asia,70.451,3927340,0.858087124,8.08910847,3.886221354,0.786696344,94.32175095,15.9,0.59753,High Population
645,Georgia,2005,Asia,70.538,3902469,1.086491596,8.07734108,6.079457629,0.715132789,94.45669283,16.4,0.78731,High Population
646,Georgia,2006,Asia,70.635,3880347,1.211231833,7.63208055,7.526876845,0.644890708,94.59022245,16.9,0.87627,High Population
647,Georgia,2007,Asia,70.765,3860158,1.458489553,7.4351778,8.26,0.575920159,94.72234756,17.3,1.09031,High Population
648,Georgia,2008,Asia,70.946,3848449,1.25764955,8.44467163,10.01,0.508052105,94.85297345,17.9,1.18769,High Population
649,Georgia,2009,Asia,71.18,3814419,1.473356725,9.56681633,20.07,0.441282288,94.98212125,18.4,0.90305,High Population
650,Georgia,2010,Asia,71.46,3786695,1.404919111,9.07341194,26.9,0.375598177,95.10987098,19.0,1.47,High Population
651,Georgia,2011,Asia,71.773,3756441,1.735685448,8.0144434,31.52,0.311006693,95.23614278,19.7,1.99,High Population
652,Georgia,2012,Asia,72.097,3728874,1.928196034,8.04715919,36.94,0.247498028,95.36102572,20.3,1.3,High Population
653,Georgia,2013,Asia,72.412,3717668,2.108848922,7.88304806,43.3,0.185080492,95.48435923,21.0,1.38,High Population
654,Georgia,2014,Asia,72.707,3719414,2.277240519,7.90386868,44.0,0.123740149,95.60630998,21.7,1.38,High Population
655,Georgia,2015,Asia,72.973,3725276,2.469615623,7.42301512,47.56975964,0.063478336,95.75472951,22.5,1.39,High Population
656,Germany,2000,Europe,77.92682927,82211508,10.09931602,9.8881979,30.2163466,0.0,100.0,18.4,7.16115,High Population
657,Germany,2001,Europe,78.32926829,82349925,10.29363415,9.92046165,31.65093942,0.0,99.9999976,18.8,6.71,High Population
658,Germany,2002,Europe,78.22926829,82488495,10.10298472,10.18365669,48.82,0.0,99.9999976,19.2,6.67,High Population
659,Germany,2003,Europe,78.3804878,82534176,10.13870882,10.40202236,55.9,0.0,99.99999761,19.7,6.43,High Population
660,Germany,2004,Europe,78.6804878,82516260,9.950402591,10.14603138,64.73,0.0,100.0,20.1,6.29,High Population
661,Germany,2005,Europe,78.93170732,82469422,9.729424378,10.3115406,68.71,0.0,100.0,20.5,6.62283,High Population
662,Germany,2006,Europe,79.13170732,82376451,9.886441614,10.17961693,72.16,0.0,99.9999976,21.0,6.73373,High Population
663,Germany,2007,Europe,79.53414634,82266372,9.527586652,10.05104923,75.16,0.0,100.0000024,21.4,6.48394,High Population
664,Germany,2008,Europe,79.73658537,82110097,9.617453045,10.25105095,78.0,0.0,100.0,21.9,6.35388,High Population
665,Germany,2009,Europe,79.83658537,81902307,8.97178632,11.23758507,79.0,0.0,100.0,22.3,6.34122,High Population
666,Germany,2010,Europe,79.98780488,81776930,9.453399722,11.09557819,82.0,0.0,100.0,22.8,6.21,High Population
667,Germany,2011,Europe,80.43658537,80274983,9.299036295,10.77818966,81.26999954,0.0,100.0,23.3,6.01,High Population
668,Germany,2012,Europe,80.53902439,80425823,9.451317705,10.85323715,82.34999847,0.0,100.0,23.7,6.01,High Population
669,Germany,2013,Europe,80.4902439,80645605,9.62420735,10.99795437,84.17,0.0,100.0000024,24.2,5.88,High Population
670,Germany,2014,Europe,81.0902439,80982500,9.088506897,11.02157784,86.19,0.0,100.0,24.7,5.88,High Population
671,Germany,2015,Europe,80.64146341,81686611,9.087290909,11.18370342,87.58979935,0.0,100.0000024,25.2,5.88,High Population
672,Ghana,2000,Africa,57.002,19278850,0.297735601,2.79087734,0.153615298,21.67368309,63.84429954,4.7,0.40859,High Population
